gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,95.61,5566.66,No
Male,1,No,Yes,67,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),119.45,7832.59,No
Female,0,No,No,66,Yes,No,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.46,5662.76,No
Male,0,Yes,Yes,27,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.43,564.18,No
Male,0,No,No,32,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.03,1209.68,No
Female,0,No,Yes,56,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.63,2517.31,No
Female,0,Yes,Yes,10,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.21,1037.61,No
Female,1,No,Yes,40,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),113.21,4275.97,No
Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.97,1335.09,Yes
Male,0,No,Yes,58,Yes,No phone service,DSL,No,No,Yes,Yes,No,No internet service,One year,No,Mailed check,28.8,1832.09,No
Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),69.95,435.51,No
Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),105.9,4208.41,No
Male,0,No,No,18,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,No,Mailed check,56.22,977.05,No
Female,0,No,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),26.53,1798.74,Yes
Male,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),97.96,3811.09,Yes
Male,0,No,No,4,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Two year,Yes,Mailed check,85.71,312.85,No
Female,0,Yes,No,20,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.7,1387.28,No
Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),104.98,2807.87,Yes
Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,104.97,4046.07,No
Male,0,Yes,No,65,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),90.1,5459.42,No
Male,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),114.23,4641.28,No
Male,0,No,No,23,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),65.39,1502.46,No
Male,0,Yes,No,57,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,92.89,5535.66,No
Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),103.07,5319.93,No
Female,0,No,No,13,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.56,1051.41,No
Male,1,Yes,No,16,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),75.31,1244.44,No
Male,0,Yes,No,55,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,93.2,4732.39,No
Female,0,Yes,No,65,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,55.45,3644.38,No
Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,56.64,909.52,Yes
Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,117.66,3945.99,No
Male,0,No,No,52,No,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,31.88,1652.12,No
Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,104.2,1041.05,No
Male,0,Yes,Yes,38,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.87,3660.89,No
Female,1,No,No,44,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),25.42,1134.93,No
Male,0,Yes,No,54,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.35,4435.47,No
Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),29.39,1602.15,No
Female,1,Yes,Yes,52,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,41.05,2143.36,No
Male,0,No,Yes,70,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,115.82,7348.79,No
Female,0,No,No,59,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),56.22,3637.91,No
Male,0,No,No,13,Yes,Yes,No,Yes,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),25.68,325.94,No
Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),72.12,3244.76,Yes
Male,0,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,40.64,456.5,No
Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.63,2837.12,No
Female,1,No,Yes,57,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,30.17,1793.08,No
Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),29.6,1611.85,Yes
Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),70.41,3674.31,Yes
Female,0,No,No,54,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,53.59,3030.18,Yes
Male,0,No,No,66,Yes,No,DSL,No,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),35.53,2142.94,No
Male,0,Yes,No,8,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),78.04,661.02,No
Female,0,Yes,No,63,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,No,Mailed check,26.22,1678.71,No
Female,1,No,No,9,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),95.27,905.76,No
Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Mailed check,25.13,1469.04,No
Male,0,No,No,63,Yes,No phone service,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,117.04,7971.34,Yes
Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,93.56,6470.45,No
Female,0,No,No,3,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,No,One year,No,Electronic check,109.72,314.89,No
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,63.99,908.51,Yes
Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,25.81,214.77,No
Male,0,No,No,52,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,42.94,2274.21,No
Male,0,No,Yes,62,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Mailed check,117.11,7368.29,No
Male,0,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.89,620.63,No
Male,0,No,No,45,No,No,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),42.79,1855.11,Yes
Male,0,No,No,53,Yes,Yes,No,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),68.28,3464.38,No
Female,1,Yes,No,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,51.74,3485.23,No
Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,No,Electronic check,68.97,3844.45,No
Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),103.66,5439.45,Yes
Female,0,No,Yes,19,No,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,42.26,824.9,No
Male,0,No,No,67,Yes,No,No,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,59.91,4010.36,No
Male,0,No,Yes,46,No,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,64.61,2928.06,Yes
Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),78.71,820.07,No
Male,0,No,No,18,Yes,Yes,No,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,27.77,491.12,No
Female,1,No,Yes,12,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),40.7,461.26,No
Male,0,Yes,No,49,Yes,No,No,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,59.78,3070.9,No
Male,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),100.93,2120.74,Yes
Female,0,No,No,62,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,38.68,2637.82,Yes
Female,1,Yes,Yes,11,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.15,1212.64,Yes
Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,53.92,2848.19,No
Female,0,Yes,No,55,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),45.38,2345.24,Yes
Male,0,No,No,25,No,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),60.94,1454.55,No
Male,0,No,Yes,9,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),75.37,729.78,No
Female,0,No,No,12,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,93.4,1194.03,No
Male,1,Yes,No,11,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.69,691.65,Yes
Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,101.8,3945.8,Yes
Male,1,Yes,No,28,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),101.87,3086.77,Yes
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,20.17,168.88,No
Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.16,4742.04,Yes
Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,64.28,2179.23,Yes
Male,0,No,Yes,50,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),116.71,6353.14,No
Male,1,Yes,No,9,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),102.02,990.13,No
Male,1,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,58.4,3378.71,No
Female,1,Yes,No,72,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.46,6006.34,No
Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.42,2420.26,Yes
Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,49.03,2666.91,No
Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),40.21,622.65,No
Female,1,No,No,53,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,95.12,5450.74,No
Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.82,627.31,No
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),60.73,3658.76,Yes
Male,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.76,1631.74,No
Male,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.91,1706.34,No
Female,1,Yes,Yes,70,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,62.18,4653.24,No
Female,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),83.3,3571.72,No
Female,0,Yes,Yes,71,Yes,Yes,No,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,63.18,4490.9,No
Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,104.4,4908.36,No
Female,0,Yes,Yes,20,Yes,No phone service,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.26,1471.14,No
Male,0,No,No,37,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,83.26,2901.5,No
Female,0,No,Yes,2,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,118.86,246.11,Yes
Male,1,No,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,97.01,5838.48,Yes
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,48.6,1795.86,Yes
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,97.3,475.77,Yes
Female,0,No,No,64,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.85,6850.61,No
Female,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),49.51,366.24,Yes
Female,0,Yes,Yes,70,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.73,6927.26,Yes
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),43.78,869.72,No
Female,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,63.4,3121.22,Yes
Female,0,No,Yes,40,Yes,Yes,No,Yes,No,No internet service,No,Yes,No,One year,Yes,Electronic check,89.02,3428.71,No
Female,0,No,No,61,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),44.35,2879.74,No
Male,1,Yes,Yes,46,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),38.73,1798.09,No
Male,0,Yes,No,28,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,66.25,1996.47,No
Female,0,No,No,35,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,98.32,3384.81,No
Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),79.59,74.33,Yes
Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.12,2361.54,Yes
Male,0,No,No,9,No,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Electronic check,88.93,844.96,No
Male,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.45,707.48,No
Male,0,No,No,22,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,51.56,1065.27,No
Male,0,Yes,Yes,63,No,No,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,62.17,4273.49,No
Female,1,No,No,66,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),58.06,4176.14,No
Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,27.91,1575.23,Yes
Female,0,No,No,70,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.85,7147.53,No
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),84.19,4430.32,No
Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.72,1492.36,No
Female,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Two year,No,Electronic check,97.61,1895.18,No
Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),26.83,958.77,No
Male,0,No,Yes,65,Yes,No,No,No,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),41.63,2447.7,No
Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,115.07,7582.07,No
Male,1,No,Yes,12,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,66.19,814.61,No
Female,1,Yes,No,43,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.19,4077.68,Yes
Female,1,No,No,17,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,No,Electronic check,77.55,1320.14,No
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,102.36,7406.09,Yes
Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,No,Bank transfer (automatic),93.46,2515.78,No
Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.97,2695.65,No
Female,0,No,No,7,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),119.12,866.12,No
Male,0,Yes,No,44,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,69.05,2985.23,Yes
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,78.5,395.77,No
Male,0,No,No,60,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),74.04,4742.12,No
Male,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),108.52,709.95,Yes
Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,47.99,339.57,No
Male,0,Yes,Yes,46,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,26.17,1252.6,Yes
Male,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,62.81,3453.29,No
Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),111.83,5838.4,No
Male,0,No,No,46,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.93,3169.22,Yes
Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,47.76,439.26,No
Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),81.85,308.12,No
Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.75,5992.18,No
Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,66.28,1522.57,No
Male,0,No,Yes,61,Yes,Yes,No,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,58.0,3656.61,No
Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),56.45,2319.4,No
Male,1,No,Yes,32,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,62.13,1800.08,Yes
Male,0,Yes,Yes,23,Yes,Yes,No,No,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),104.27,2279.4,No
Female,0,Yes,Yes,37,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.26,2738.08,No
Male,0,Yes,No,3,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,51.44,153.26,No
Female,1,Yes,No,13,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,38.23,535.32,No
Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,No,Credit card (automatic),48.26,1786.56,No
Male,0,No,No,65,Yes,No,DSL,No internet service,No internet service,No,No,No,No,One year,No,Electronic check,66.27,4730.5,No
Female,0,No,No,8,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,74.78,585.76,No
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),82.15,716.13,Yes
Female,0,No,Yes,28,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,27.14,797.71,No
Female,0,Yes,No,18,Yes,No,No,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,81.32,1491.44,No
Female,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,55.2,2392.22,No
Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,45.7,1885.83,Yes
Male,1,No,No,70,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,53.11,3728.21,Yes
Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.45,3128.62,No
Female,0,Yes,No,54,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),100.33,5521.41,No
Female,0,No,No,36,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.38,1042.98,No
Male,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.47,3778.01,Yes
Female,1,No,No,17,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Credit card (automatic),72.95,1272.54,No
Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),23.02,236.49,No
Female,0,Yes,Yes,44,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,91.71,4097.48,No
Male,0,Yes,No,2,No,Yes,DSL,No,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),56.68,117.32,No
Male,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.8,849.96,Yes
Female,0,No,No,41,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),80.99,3383.25,No
Female,0,Yes,No,2,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,66.89,122.95,No
Male,0,No,Yes,19,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,94.79,1795.15,No
Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,79.59,80.96,No
Male,0,Yes,Yes,2,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),42.6,83.87,No
Male,0,Yes,No,27,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,107.05,2611.12,No
Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,41.58,86.5,No
Male,1,Yes,No,51,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,91.35,4617.38,No
Male,1,No,No,10,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.22,923.88,No
Female,1,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.83,1847.27,Yes
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,62.18,879.86,No
Male,1,Yes,Yes,48,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,107.8,4821.18,Yes
Female,0,No,No,56,No,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),52.77,3077.58,No
Male,0,No,Yes,72,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,88.71,6409.49,No
Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.77,5780.8,No
